"確定病名","發病年份","發病月份","縣市","鄉鎮","性別","是否為境外移入","年齡層","確定病例數"
"415","登革熱","2006","11","高雄市","三民區","F","否","35-39","1"
"416","登革熱","2006","11","新北市","三重區","M","是","40-44","1"
"417","登革熱","2006","12","屏東縣","恆春鎮","M","是","25-29","1"
"418","登革熱","2006","4","高雄市","左營區","M","是","45-49","1"
"419","登革熱","2006","7","台北市","大安區","F","是","55-59","1"
"420","登革熱","2006","7","高雄市","前鎮區","M","否","35-39","2"
"421","登革熱","2006","8","桃園市","八德區","F","是","40-44","1"
"422","登革熱","2006","8","高雄市","前鎮區","F","否","60-64","5"
"423","登革熱","2006","8","高雄市","新興區","F","否","50-54","1"
"424","登革熱","2006","9","高雄市","苓雅區","F","否","70+","2"
"425","登革熱","2006","9","高雄市","鳥松區","F","否","60-64","1"
"426","登革熱","2007","10","台南市","南區","F","否","10-14","1"
"427","登革熱","2007","10","台南市","關廟區","F","否","65-69","2"
"428","登革熱","2007","11","台南市","永康區","M","否","10-14","2"
"429","登革熱","2007","11","台南市","永康區","M","否","55-59","1"
"430","登革熱","2007","11","台南市","安南區","F","否","65-69","1"
"431","登革熱","2007","11","台南市","東區","M","否","70+","5"
"432","登革熱","2007","11","高雄市","岡山區","M","否","25-29","1"
"433","登革熱","2007","6","台南市","北區","M","否","10-14","1"
"434","登革熱","2007","6","台南市","安平區","M","否","1","1"
"435","登革熱","2007","7","台南市","大內區","M","否","50-54","1"
"436","登革熱","2007","7","台南市","永康區","F","否","25-29","1"
"437","登革熱","2007","7","台南市","南區","M","否","55-59","1"
"438","登革熱","2007","7","高雄市","三民區","F","是","35-39","1"
"439","登革熱","2007","7","高雄市","仁武區","M","是","40-44","1"
"440","登革熱","2007","8","台南市","關廟區","M","否","70+","1"
"441","登革熱","2007","8","新北市","新莊區","M","是","40-44","1"
"442","登革熱","2007","9","台南市","中西區","M","否","30-34","1"
"443","登革熱","2007","9","台南市","東區","F","否","35-39","1"
"444","登革熱","2007","9","台南市","東區","M","否","40-44","2"
"445","登革熱","2008","1","台南市","南區","M","否","50-54","1"
"446","登革熱","2008","1","屏東縣","新園鄉","M","否","30-34","1"
"447","登革熱","2008","10","台北市","士林區","M","是","15-19","1"
"448","登革熱","2008","10","高雄市","苓雅區","M","否","15-19","3"
"449","登革熱","2008","11","桃園市","大園區","M","是","55-59","1"
"450","登革熱","2008","11","高雄市","苓雅區","F","否","45-49","1"
"451","登革熱","2008","11","高雄市","鼓山區","F","否","15-19","1"
"452","登革熱","2008","11","高雄市","鼓山區","F","否","70+","1"
"453","登革熱","2008","7","雲林縣","斗六市","M","是","50-54","1"
"454","登革熱","2008","8","新北市","中和區","M","是","35-39","1"
"455","登革熱","2008","9","高雄市","鳳山區","M","是","55-59","1"
"456","登革熱","2009","10","台南市","永康區","F","是","55-59","1"
"457","登革熱","2009","10","屏東縣","屏東市","M","否","60-64","1"
"458","登革熱","2009","10","高雄市","前鎮區","M","否","40-44","2"
"459","登革熱","2009","10","高雄市","鼓山區","M","否","50-54","1"
"460","登革熱","2009","10","高雄市","鳳山區","M","否","60-64","1"
"461","登革熱","2009","11","高雄市","三民區","F","否","20-24","1"
"462","登革熱","2009","11","高雄市","旗津區","M","否","65-69","2"
"463","登革熱","2009","12","台北市","信義區","F","是","30-34","1"
"464","登革熱","2009","12","屏東縣","屏東市","M","否","50-54","1"
"465","登革熱","2009","12","高雄市","三民區","M","否","35-39","1"
"466","登革熱","2009","12","新北市","三重區","M","是","50-54","1"
"467","登革熱","2009","2","宜蘭縣","員山鄉","M","是","10-14","1"
"468","登革熱","2009","3","台北市","中正區","F","是","25-29","1"
"469","登革熱","2009","4","嘉義縣","新港鄉","F","是","25-29","1"
"470","登革熱","2009","7","台北市","萬華區","M","是","50-54","1"
"471","登革熱","2009","7","苗栗縣","三義鄉","M","是","35-39","1"
"472","登革熱","2009","8","高雄市","小港區","F","否","30-34","1"
"473","登革熱","2009","8","高雄市","小港區","F","否","55-59","2"
"474","登革熱","2009","8","高雄市","小港區","M","否","60-64","2"
"475","登革熱","2009","9","高雄市","大寮區","M","否","15-19","1"
"476","登革熱","2010","10","台南市","中西區","F","否","15-19","1"
"477","登革熱","2010","10","台南市","東區","F","否","40-44","1"
"478","登革熱","2010","10","台南市","關廟區","F","否","55-59","1"
"479","登革熱","2010","10","高雄市","三民區","F","否","5-9","2"
"480","登革熱","2010","10","高雄市","大社區","M","否","35-39","1"
"481","登革熱","2010","10","高雄市","阿蓮區","M","否","55-59","1"
"482","登革熱","2010","10","高雄市","苓雅區","F","否","60-64","3"
"483","登革熱","2010","11","台北市","松山區","M","是","25-29","1"
"484","登革熱","2010","11","台南市","安南區","F","否","25-29","1"
"485","登革熱","2010","11","高雄市","三民區","F","是","15-19","1"
"486","登革熱","2010","11","高雄市","左營區","F","否","25-29","1"
"487","登革熱","2010","11","高雄市","前鎮區","F","否","30-34","1"
"488","登革熱","2010","12","高雄市","前鎮區","F","否","70+","1"
"489","登革熱","2010","12","高雄市","苓雅區","F","否","50-54","2"
"490","登革熱","2010","7","雲林縣","斗六市","M","是","35-39","1"
"491","登革熱","2010","8","台南市","關廟區","M","否","60-64","1"
"492","登革熱","2010","8","高雄市","鼓山區","F","否","30-34","2"
"493","登革熱","2010","8","新北市","新莊區","M","是","45-49","1"
"494","登革熱","2010","9","台中市","潭子區","F","是","40-44","1"
"495","登革熱","2010","9","高雄市","新興區","F","否","65-69","1"
"496","登革熱","2003","1","高雄市","三民區","M","否","55-59","1"
"497","登革熱","2003","12","桃園市","龜山區","M","是","65-69","1"
"498","登革熱","2003","12","雲林縣","斗六市","F","是","70+","1"
"499","登革熱","2004","10","高雄市","前鎮區","F","否","30-34","1"
"500","登革熱","2004","11","高雄市","苓雅區","M","否","40-44","1"
"501","登革熱","2005","10","高雄市","前鎮區","M","否","70+","1"
"502","登革熱","2005","11","高雄市","楠梓區","F","否","25-29","1"
"503","登革熱","2005","6","高雄市","新興區","M","是","50-54","1"
"504","登革熱","2005","9","新北市","板橋區","M","是","50-54","1"
"505","登革熱","2006","1","台南市","安南區","F","否","30-34","1"
"506","登革熱","2006","10","台北市","大安區","F","是","30-34","1"
"507","登革熱","2006","10","高雄市","三民區","F","否","30-34","2"
"508","登革熱","2006","10","高雄市","小港區","F","否","30-34","1"
"509","登革熱","2006","10","高雄市","前鎮區","M","否","5-9","2"
"510","登革熱","2006","10","高雄市","楠梓區","M","否","30-34","1"
"511","登革熱","2006","10","新竹縣","湖口鄉","M","是","30-34","1"
"512","登革熱","2006","11","高雄市","前鎮區","M","否","45-49","2"
"513","登革熱","2006","11","高雄市","鳳山區","F","否","45-49","1"
"514","登革熱","2006","12","高雄市","三民區","M","否","40-44","1"
"515","登革熱","2006","5","桃園市","八德區","F","是","25-29","1"
"516","登革熱","2006","8","屏東縣","車城鄉","M","否","25-29","1"
"517","登革熱","2006","8","屏東縣","屏東市","M","是","45-49","1"
"518","登革熱","2006","9","高雄市","鳳山區","F","否","55-59","6"
"519","登革熱","2007","1","高雄市","鳳山區","M","是","40-44","1"
"520","登革熱","2007","10","台南市","中西區","M","否","60-64","1"
"521","登革熱","2007","10","台南市","永康區","F","否","40-44","1"
"522","登革熱","2007","10","台南市","安南區","M","否","40-44","1"
"523","登革熱","2007","10","台南市","關廟區","M","否","50-54","1"
"524","登革熱","2007","11","台南市","永康區","M","否","70+","1"
"525","登革熱","2007","11","台南市","歸仁區","M","否","25-29","2"
"526","登革熱","2007","11","高雄市","仁武區","F","否","30-34","1"
"527","登革熱","2007","12","台中市","大里區","M","是","45-49","1"
"528","登革熱","2007","12","台南市","中西區","M","否","65-69","2"
"529","登革熱","2007","12","台南市","北區","M","否","20-24","1"
"530","登革熱","2007","12","台南市","北區","M","否","55-59","1"
"531","登革熱","2007","12","台南市","永康區","F","否","30-34","1"
"532","登革熱","2007","12","台南市","東區","F","否","60-64","2"
"533","登革熱","2007","12","台南市","東區","M","否","3","1"
"534","登革熱","2007","4","台北市","大安區","M","是","45-49","1"
"535","登革熱","2007","6","台南市","北區","F","否","60-64","1"
"536","登革熱","2007","7","台南市","永康區","M","否","25-29","1"
"537","登革熱","2007","7","台南市","東區","F","否","45-49","3"
"538","登革熱","2007","8","台南市","北區","M","否","60-64","1"
"539","登革熱","2007","8","台南市","北區","M","是","50-54","1"
"540","登革熱","2007","9","苗栗縣","通霄鎮","M","是","40-44","1"
"541","登革熱","2008","10","高雄市","新興區","M","否","30-34","1"
"542","登革熱","2008","11","高雄市","大社區","M","否","60-64","1"
"543","登革熱","2008","11","高雄市","大寮區","M","否","20-24","1"
"544","登革熱","2008","11","高雄市","苓雅區","M","否","35-39","2"
"545","登革熱","2008","11","高雄市","苓雅區","M","否","4","1"
"546","登革熱","2008","11","新北市","新店區","F","是","25-29","1"
"547","登革熱","2008","8","台北市","中正區","M","是","5-9","1"
"548","登革熱","2008","8","高雄市","梓官區","F","否","45-49","1"
"549","登革熱","2008","9","高雄市","楠梓區","F","否","30-34","1"
"550","登革熱","2009","10","屏東縣","屏東市","F","否","35-39","1"
"551","登革熱","2009","10","屏東縣","屏東市","F","否","70+","2"
"552","登革熱","2009","10","高雄市","三民區","F","否","50-54","1"
"553","登革熱","2009","10","高雄市","小港區","F","否","50-54","2"
"554","登革熱","2009","10","高雄市","前鎮區","F","否","60-64","8"
"555","登革熱","2009","10","高雄市","前鎮區","M","否","50-54","2"
"556","登革熱","2009","10","高雄市","苓雅區","F","否","70+","1"
"557","登革熱","2009","11","高雄市","旗津區","M","否","25-29","1"
"558","登革熱","2009","11","高雄市","鳳山區","F","否","45-49","3"
"559","登革熱","2009","11","高雄市","燕巢區","M","否","35-39","1"
"560","登革熱","2009","12","高雄市","前鎮區","F","否","70+","2"
"561","登革熱","2009","12","高雄市","前鎮區","M","否","10-14","1"
"562","登革熱","2009","12","高雄市","苓雅區","F","否","25-29","3"
"563","登革熱","2009","12","高雄市","新興區","M","否","50-54","1"
"564","登革熱","2009","2","高雄市","小港區","M","是","50-54","1"
"565","登革熱","2009","5","新北市","泰山區","F","是","25-29","1"
"566","登革熱","2009","5","彰化縣","彰化市","F","是","30-34","1"
"567","登革熱","2009","7","台北市","北投區","M","是","70+","1"
"568","登革熱","2009","7","高雄市","前鎮區","F","否","30-34","1"
"569","登革熱","2009","8","台中市","西屯區","F","是","5-9","1"
"570","登革熱","2009","8","台南市","北區","M","是","45-49","1"
"571","登革熱","2009","9","高雄市","鳳山區","F","否","55-59","1"
"572","登革熱","2009","9","新竹縣","湖口鄉","M","是","25-29","1"
"573","登革熱","2010","10","台南市","北區","M","否","15-19","1"
"574","登革熱","2010","10","台南市","北區","M","否","20-24","1"
"575","登革熱","2010","10","台南市","北區","M","否","70+","5"
"576","登革熱","2010","10","台南市","東區","M","否","5-9","1"
"577","登革熱","2010","10","高雄市","三民區","M","否","25-29","3"
"578","登革熱","2010","10","高雄市","小港區","M","否","25-29","1"
"579","登革熱","2010","10","高雄市","前鎮區","F","否","45-49","1"
"580","登革熱","2010","11","台南市","中西區","F","否","5-9","1"
"581","登革熱","2010","11","台南市","東區","F","否","10-14","1"
"582","登革熱","2010","11","高雄市","三民區","F","否","20-24","3"
"583","登革熱","2010","11","高雄市","三民區","M","否","10-14","3"
"584","登革熱","2010","11","高雄市","三民區","M","否","55-59","5"
"585","登革熱","2010","11","高雄市","鳳山區","F","否","35-39","1"
"586","登革熱","2010","3","台中市","西區","F","是","25-29","1"
"587","登革熱","2010","3","台北市","士林區","M","是","50-54","1"
"588","登革熱","2010","4","屏東縣","枋寮鄉","M","是","25-29","1"
"589","登革熱","2010","4","高雄市","鳳山區","F","是","25-29","1"
"590","登革熱","2010","7","台中市","北屯區","F","是","5-9","1"
"591","登革熱","2010","8","桃園市","蘆竹區","M","是","5-9","1"
"592","登革熱","2010","8","高雄市","三民區","F","否","55-59","1"
"593","登革熱","2010","8","高雄市","三民區","M","否","10-14","1"
"594","登革熱","2010","8","新北市","板橋區","M","是","35-39","1"
"595","登革熱","2003","1","高雄市","鳳山區","M","否","45-49","1"
"596","登革熱","2004","1","南投縣","竹山鎮","M","是","30-34","1"
"597","登革熱","2004","10","屏東縣","屏東市","F","否","55-59","6"
"598","登革熱","2004","10","桃園市","龍潭區","M","是","35-39","1"
"599","登革熱","2004","10","高雄市","岡山區","M","是","45-49","1"
"600","登革熱","2004","11","屏東縣","長治鄉","M","否","15-19","1"
"601","登革熱","2004","11","屏東縣","屏東市","M","否","25-29","1"
